% Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Lateral distance (ft),Mach number (?)
3.7702,2485.1,1317.1,336.57,378.68,1.2114
3.7802,2498.3,1320.4,336.83,380.99,1.2146
3.7902,2511.5,1323.8,337.08,383.3,1.2177
3.8002,2524.8,1327.2,337.3,385.62,1.2209
3.8102,2538,1330.5,337.49,387.95,1.2241
3.8202,2551.4,1333.9,337.63,390.28,1.2272
3.8302,2564.7,1337.3,337.7,392.62,1.2304
3.8402,2578.1,1340.7,337.71,394.97,1.2336
3.8502,2591.5,1344.1,337.65,397.32,1.2367
3.8602,2605,1347.4,337.52,399.68,1.2399
3.8702,2618.5,1350.8,337.32,402.05,1.2431
3.8802,2632,1354.2,337.05,404.42,1.2462
3.8902,2645.6,1357.5,336.73,406.8,1.2494
3.9002,2659.2,1360.9,336.37,409.18,1.2526
3.9102,2672.8,1364.3,335.97,411.57,1.2557
3.9202,2686.4,1367.6,335.57,413.97,1.2589
3.9302,2700.1,1371,335.16,416.38,1.262
3.9402,2713.9,1374.3,334.77,418.79,1.2652
3.9502,2727.6,1377.7,334.42,421.21,1.2684
3.9602,2741.4,1381,334.11,423.64,1.2715
3.9702,2755.2,1384.4,333.87,426.07,1.2747
3.9802,2769.1,1387.7,333.7,428.52,1.2778
3.9902,2783,1391.1,333.62,430.97,1.281
4.0002,2796.9,1394.4,333.61,433.43,1.2842
4.0102,2810.9,1397.7,333.67,435.89,1.2873
4.0202,2824.9,1401.1,333.78,438.37,1.2905
4.0302,2838.9,1404.4,333.95,440.85,1.2936
4.0402,2853,1407.7,334.15,443.34,1.2968
4.0502,2867.1,1411.1,334.36,445.83,1.3
4.0602,2881.2,1414.4,334.57,448.34,1.3031
4.0702,2895.3,1417.8,334.76,450.85,1.3063
4.0802,2909.5,1421.1,334.93,453.36,1.3094
4.0902,2923.8,1424.5,335.05,455.89,1.3126
4.1002,2938,1427.8,335.11,458.42,1.3157
4.1102,2952.3,1431.2,335.12,460.95,1.3189
4.1202,2966.7,1434.5,335.05,463.5,1.3221
4.1302,2981,1437.9,334.91,466.05,1.3252
4.1402,2995.4,1441.2,334.71,468.6,1.3284
4.1502,3009.8,1444.6,334.45,471.16,1.3315
4.1602,3024.3,1447.9,334.14,473.73,1.3347
4.1702,3038.8,1451.3,333.78,476.31,1.3378
4.1802,3053.3,1454.6,333.4,478.89,1.341
4.1902,3067.9,1457.9,333.01,481.48,1.3441
4.2002,3082.5,1461.3,332.62,484.08,1.3473
4.2102,3097.1,1464.6,332.25,486.68,1.3504
4.2202,3111.8,1467.9,331.91,489.29,1.3536
4.2302,3126.5,1471.2,331.63,491.91,1.3567
4.2402,3141.2,1474.6,331.4,494.53,1.3599
4.2502,3156,1477.9,331.24,497.17,1.363
4.2602,3170.8,1481.2,331.16,499.81,1.3662
4.2702,3185.6,1484.5,331.14,502.46,1.3693
4.2802,3200.5,1487.8,331.19,505.11,1.3725
4.2902,3215.4,1491.1,331.29,507.78,1.3756
4.3002,3230.3,1494.4,331.43,510.45,1.3788
4.3102,3245.2,1497.8,331.59,513.13,1.3819
4.3202,3260.2,1501.1,331.76,515.81,1.3851
4.3302,3275.3,1504.4,331.93,518.51,1.3882
4.3402,3290.3,1507.7,332.08,521.21,1.3914
4.3502,3305.4,1511,332.19,523.91,1.3945
4.3602,3320.5,1514.4,332.26,526.63,1.3977
4.3702,3335.7,1517.7,332.29,529.35,1.4008
4.3802,3350.9,1521,332.28,532.07,1.4039
4.3902,3366.1,1524.3,332.2,534.8,1.4071
4.4002,3381.4,1527.7,332.07,537.54,1.4102
4.4102,3396.7,1531,331.88,540.29,1.4134
4.4202,3412,1534.3,331.64,543.04,1.4165
4.4302,3427.4,1537.6,331.36,545.8,1.4197
4.4402,3442.8,1540.9,331.05,548.56,1.4228
4.4502,3458.2,1544.2,330.72,551.34,1.426
4.4602,3473.6,1547.5,330.39,554.12,1.4291
4.4702,3489.1,1550.8,330.07,556.9,1.4322
4.4802,3504.7,1554.1,329.77,559.7,1.4354
4.4902,3520.2,1557.4,329.51,562.5,1.4385
4.5002,3535.8,1560.7,329.29,565.31,1.4417
4.5102,3551.4,1564,329.14,568.12,1.4448
4.5202,3567.1,1567.3,329.04,570.95,1.448
4.5302,3582.8,1570.6,329.01,573.78,1.4511
4.5402,3598.5,1573.9,329.03,576.62,1.4542
4.5502,3614.3,1577.2,329.1,579.46,1.4574
4.5602,3630,1580.5,329.22,582.32,1.4605
4.5702,3645.9,1583.8,329.36,585.18,1.4637
4.5802,3661.7,1587.1,329.52,588.04,1.4668
4.5902,3677.6,1590.4,329.69,590.92,1.4699
4.6002,3693.5,1593.7,329.84,593.8,1.4731
4.6102,3709.5,1597,329.98,596.69,1.4762
4.6202,3725.5,1600.3,330.08,599.59,1.4794
4.6302,3741.5,1603.6,330.14,602.49,1.4825
4.6402,3757.5,1606.9,330.16,605.4,1.4857
4.6502,3773.6,1610.2,330.13,608.31,1.4888
4.6602,3789.7,1613.5,330.04,611.24,1.4919
4.6702,3805.9,1616.8,329.9,614.16,1.4951
4.6802,3822.1,1620.1,329.72,617.1,1.4982
4.6902,3838.3,1623.4,329.49,620.04,1.5014
4.7002,3854.5,1626.7,329.23,622.99,1.5045
4.7102,3870.8,1630,328.95,625.95,1.5076
4.7202,3887.1,1633.3,328.66,628.91,1.5108
4.7302,3903.5,1636.5,328.37,631.88,1.5139
4.7402,3919.9,1639.8,328.1,634.85,1.5171
4.7502,3936.3,1643.1,327.84,637.84,1.5202
4.7602,3952.7,1646.4,327.62,640.83,1.5233
4.7702,3969.2,1649.7,327.43,643.83,1.5265
4.7802,3985.7,1652.9,327.3,646.83,1.5296
4.7902,4002.3,1656.2,327.22,649.85,1.5328
4.8002,4018.9,1659.5,327.19,652.87,1.5359
4.8102,4035.5,1662.8,327.21,655.9,1.539
4.8202,4052.1,1666,327.27,658.93,1.5422
4.8302,4068.8,1669.3,327.37,661.97,1.5453
4.8402,4085.5,1672.6,327.49,665.02,1.5484
4.8502,4102.2,1675.9,327.62,668.08,1.5516
4.8602,4119,1679.1,327.76,671.15,1.5547
4.8702,4135.8,1682.4,327.89,674.22,1.5579
4.8802,4152.7,1685.7,328,677.3,1.561
4.8902,4169.5,1689,328.08,680.38,1.5641
4.9002,4186.4,1692.3,328.13,683.47,1.5673
4.9102,4203.4,1695.5,328.14,686.57,1.5704
4.9202,4220.4,1698.8,328.1,689.68,1.5736
4.9302,4237.4,1702.1,328.02,692.79,1.5767
4.9402,4254.4,1705.4,327.89,695.91,1.5798
4.9502,4271.5,1708.7,327.73,699.03,1.583
4.9602,4288.6,1712,327.53,702.16,1.5861
4.9702,4305.7,1715.2,327.3,705.3,1.5893
4.9802,4322.9,1718.5,327.05,708.45,1.5924
4.9902,4340.1,1721.8,326.8,711.6,1.5955
5.0002,4357.3,1725,326.54,714.76,1.5987
5.0102,4374.6,1728.3,326.31,717.93,1.6018
5.0202,4391.9,1731.6,326.09,721.1,1.6049
5.0302,4409.2,1734.8,325.9,724.28,1.6081
5.0402,4426.6,1738.1,325.74,727.47,1.6112
5.0502,4444,1741.3,325.63,730.66,1.6144
5.0602,4461.4,1744.6,325.56,733.87,1.6175
5.0702,4478.9,1747.9,325.53,737.08,1.6206
5.0802,4496.4,1751.1,325.55,740.29,1.6238
5.0902,4513.9,1754.4,325.6,743.52,1.6269
5.1002,4531.4,1757.6,325.68,746.75,1.6301
5.1102,4549,1760.9,325.79,749.99,1.6332
5.1202,4566.7,1764.1,325.91,753.24,1.6363
5.1302,4584.3,1767.4,326.03,756.49,1.6395
5.1402,4602,1770.7,326.15,759.75,1.6426
5.1502,4619.7,1773.9,326.25,763.02,1.6458
5.1602,4637.5,1777.2,326.33,766.3,1.6489
5.1702,4655.3,1780.5,326.38,769.58,1.652
5.1802,4673.1,1783.7,326.4,772.87,1.6552
5.1902,4690.9,1787,326.37,776.16,1.6583
5.2002,4708.8,1790.3,326.32,779.46,1.6615
5.2102,4726.8,1793.5,326.22,782.77,1.6646
5.2202,4744.7,1796.8,326.09,786.09,1.6677
5.2302,4762.7,1800,325.92,789.41,1.6709
5.2402,4780.7,1803.3,325.74,792.73,1.674
5.2502,4798.8,1806.6,325.53,796.07,1.6772
5.2602,4816.8,1809.8,325.32,799.41,1.6803
5.2702,4835,1813.1,325.1,802.76,1.6834
5.2802,4853.1,1816.3,324.89,806.12,1.6866
5.2902,4871.3,1819.6,324.7,809.48,1.6897
5.3002,4889.5,1822.8,324.53,812.85,1.6929
5.3102,4907.7,1826.1,324.39,816.23,1.696
5.3202,4926,1829.3,324.28,819.61,1.6991
5.3302,4944.3,1832.6,324.21,823.01,1.7023
5.3402,4962.7,1835.8,324.18,826.41,1.7054
5.3502,4981,1839,324.18,829.81,1.7086
5.3602,4999.4,1842.3,324.22,833.23,1.7117
5.3702,5017.9,1845.5,324.29,836.65,1.7149
5.3802,5036.4,1848.8,324.38,840.08,1.718
5.3902,5054.9,1852,324.48,843.52,1.7211
5.4002,5073.4,1855.3,324.59,846.96,1.7243
5.4102,5092,1858.5,324.69,850.41,1.7274
5.4202,5110.6,1861.8,324.78,853.87,1.7306
5.4302,5129.2,1865,324.86,857.33,1.7337
5.4402,5147.9,1868.3,324.91,860.8,1.7369
5.4502,5166.6,1871.5,324.93,864.28,1.74
5.4602,5185.3,1874.8,324.92,867.76,1.7432
5.4702,5204.1,1878,324.88,871.26,1.7463
5.4802,5222.9,1881.3,324.8,874.75,1.7494
5.4902,5241.7,1884.5,324.69,878.26,1.7526
5.5002,5260.5,1887.8,324.56,881.77,1.7557
5.5102,5279.4,1891,324.39,885.29,1.7589
5.5202,5298.4,1894.3,324.22,888.81,1.762
5.5302,5317.3,1897.5,324.03,892.34,1.7652
5.5402,5336.3,1900.7,323.84,895.88,1.7683
5.5502,5355.3,1904,323.65,899.43,1.7715
5.5602,5374.4,1907.2,323.48,902.98,1.7746
5.5702,5393.5,1910.4,323.33,906.54,1.7778
5.5802,5412.6,1913.7,323.2,910.11,1.7809
5.5902,5431.8,1916.9,323.1,913.69,1.7841
5.6002,5450.9,1920.1,323.04,917.27,1.7872
5.6102,5470.2,1923.4,323.01,920.86,1.7903
5.6202,5489.4,1926.6,323.01,924.45,1.7935
5.6302,5508.7,1929.8,323.05,928.06,1.7966
5.6402,5528,1933.1,323.11,931.67,1.7998
5.6502,5547.4,1936.3,323.19,935.29,1.8029
5.6602,5566.7,1939.5,323.29,938.92,1.8061
5.6702,5586.1,1942.8,323.39,942.55,1.8092
5.6802,5605.6,1946,323.49,946.19,1.8124
5.6902,5625.1,1949.2,323.58,949.84,1.8155
5.7002,5644.6,1952.5,323.66,953.49,1.8187
5.7102,5664.1,1955.7,323.72,957.15,1.8218
5.7202,5683.7,1959,323.75,960.82,1.825
5.7302,5703.3,1962.2,323.76,964.49,1.8282
5.7402,5722.9,1965.4,323.74,968.17,1.8313
5.7502,5742.6,1968.7,323.68,971.86,1.8345
5.7602,5762.3,1971.9,323.6,975.56,1.8376
5.7702,5782,1975.2,323.5,979.26,1.8408
5.7802,5801.8,1978.4,323.37,982.97,1.8439
5.7902,5821.6,1981.6,323.22,986.68,1.8471
5.8002,5841.4,1984.9,323.07,990.4,1.8502
5.8102,5861.3,1988.1,322.91,994.13,1.8534
5.8202,5881.2,1991.3,322.75,997.87,1.8565
5.8302,5901.1,1994.5,322.61,1001.6,1.8597
5.8402,5921.1,1997.8,322.48,1005.4,1.8629
5.8502,5941.1,2001,322.37,1009.1,1.866
5.8602,5961.1,2004.2,322.29,1012.9,1.8692
5.8702,5981.2,2007.4,322.24,1016.7,1.8723
5.8802,6001.3,2010.7,322.22,1020.4,1.8755
5.8902,6021.4,2013.9,322.23,1024.2,1.8786
5.9002,6041.5,2017.1,322.26,1028,1.8818
5.9102,6061.7,2020.3,322.32,1031.8,1.885
5.9202,6081.9,2023.6,322.4,1035.6,1.8881
5.9302,6102.2,2026.8,322.5,1039.4,1.8913
5.9402,6122.5,2030,322.6,1043.3,1.8944
5.9502,6142.8,2033.2,322.7,1047.1,1.8976
5.9602,6163.1,2036.5,322.79,1050.9,1.9008
5.9702,6183.5,2039.7,322.88,1054.8,1.9039
5.9802,6203.9,2042.9,322.94,1058.6,1.9071
5.9902,6224.4,2046.2,322.99,1062.5,1.9103
6.0002,6244.9,2049.4,323.01,1066.3,1.9134
6.0102,6265.4,2052.6,323.01,1070.2,1.9166
6.0202,6285.9,2055.9,322.98,1074.1,1.9198
6.0302,6306.5,2059.1,322.92,1078,1.9229
6.0402,6327.1,2062.3,322.84,1081.9,1.9261
6.0502,6347.7,2065.6,322.74,1085.8,1.9293
6.0602,6368.4,2068.8,322.62,1089.7,1.9324
6.0702,6389.1,2072,322.5,1093.6,1.9356
6.0802,6409.9,2075.2,322.37,1097.5,1.9388
6.0902,6430.6,2078.5,322.25,1101.4,1.9419
6.1002,6451.4,2081.7,322.13,1105.4,1.9451
6.1102,6472.3,2084.9,322.03,1109.3,1.9483
6.1202,6493.1,2088.1,321.95,1113.3,1.9514
6.1302,6514,2091.3,321.89,1117.2,1.9546
6.1402,6534.9,2094.6,321.85,1121.2,1.9578
6.1502,6555.9,2097.8,321.84,1125.1,1.961
6.1602,6576.9,2101,321.86,1129.1,1.9641
6.1702,6597.9,2104.2,321.89,1133.1,1.9673
6.1802,6619,2107.4,321.95,1137.1,1.9705
6.1902,6640.1,2110.7,322.02,1141.1,1.9737
6.2002,6661.2,2113.9,322.11,1145.1,1.9768
6.2102,6682.4,2117.1,322.2,1149.1,1.98
6.2202,6703.5,2120.3,322.3,1153.1,1.9832
6.2302,6724.8,2123.6,322.38,1157.2,1.9864
6.2402,6746,2126.8,322.46,1161.2,1.9896
6.2502,6767.3,2130,322.53,1165.2,1.9927
6.2602,6788.6,2133.2,322.57,1169.3,1.9959
6.2702,6810,2136.5,322.6,1173.3,1.9991
6.2802,6831.3,2139.7,322.59,1177.4,2.0023
6.2902,6852.8,2142.9,322.56,1181.5,2.0055
6.3002,6874.2,2146.2,322.5,1185.6,2.0086
6.3102,6895.7,2149.4,322.43,1189.6,2.0118
6.3202,6917.2,2152.6,322.34,1193.7,2.015
6.3302,6938.7,2155.8,322.24,1197.8,2.0182
6.3402,6960.3,2159,322.13,1201.9,2.0214
6.3502,6981.9,2162.3,322.01,1206,2.0246
6.3602,7003.6,2165.5,321.9,1210.2,2.0278
6.3702,7025.2,2168.7,321.8,1214.3,2.0309
6.3802,7046.9,2171.9,321.71,1218.4,2.0341
6.3902,7068.7,2175.1,321.65,1222.5,2.0373
6.4002,7090.4,2178.4,321.6,1226.7,2.0405
6.4102,7112.2,2181.6,321.57,1230.8,2.0437
6.4202,7134.1,2184.8,321.57,1235,2.0469
6.4302,7155.9,2188,321.59,1239.2,2.0501
6.4402,7177.8,2191.2,321.63,1243.4,2.0533
6.4502,7199.7,2194.5,321.69,1247.5,2.0565
6.4602,7221.7,2197.7,321.77,1251.7,2.0597
6.4702,7243.7,2200.9,321.85,1255.9,2.0628
6.4802,7265.7,2204.1,321.94,1260.1,2.066
6.4902,7287.8,2207.3,322.03,1264.3,2.0692
6.5002,7309.9,2210.6,322.11,1268.6,2.0724
6.5102,7332,2213.8,322.18,1272.8,2.0756
6.5202,7354.1,2217,322.24,1277,2.0788
6.5302,7376.3,2220.2,322.28,1281.3,2.082
6.5402,7398.6,2223.5,322.3,1285.5,2.0852
6.5502,7420.8,2226.7,322.3,1289.7,2.0884
6.5602,7443.1,2229.9,322.28,1294,2.0916
6.5702,7465.4,2233.1,322.24,1298.3,2.0948
6.5802,7487.8,2236.3,322.19,1302.6,2.098
6.5902,7510.1,2239.6,322.12,1306.8,2.1012
6.6002,7532.5,2242.8,322.04,1311.1,2.1044
6.6102,7555,2246,321.96,1315.4,2.1076
6.6202,7577.5,2249.2,321.88,1319.7,2.1108
6.6302,7600,2252.5,321.81,1324,2.1141
6.6402,7622.5,2255.7,321.75,1328.3,2.1173
6.6502,7645.1,2258.9,321.7,1332.7,2.1205
6.6602,7667.7,2262.1,321.66,1337,2.1237
6.6702,7690.3,2265.3,321.65,1341.3,2.1269
6.6802,7713,2268.5,321.65,1345.7,2.1301
6.6902,7735.7,2271.8,321.68,1350,2.1333
6.7002,7758.4,2275,321.73,1354.4,2.1365
6.7102,7781.2,2278.2,321.79,1358.8,2.1397
6.7202,7804,2281.4,321.86,1363.1,2.143
6.7302,7826.8,2284.6,321.95,1367.5,2.1462
6.7402,7849.7,2287.9,322.04,1371.9,2.1494
6.7502,7872.6,2291.1,322.14,1376.3,2.1526
6.7602,7895.5,2294.3,322.23,1380.7,2.1558
6.7702,7918.5,2297.5,322.32,1385.1,2.159
6.7802,7941.5,2300.8,322.39,1389.5,2.1623
6.7902,7964.5,2304,322.45,1394,2.1655
6.8002,7987.5,2307.2,322.5,1398.4,2.1687
6.8102,8010.6,2310.4,322.53,1402.8,2.1719
6.8202,8033.7,2313.7,322.54,1407.3,2.1752
6.8302,8056.9,2316.9,322.54,1411.7,2.1784
6.8402,8080.1,2320.1,322.52,1416.2,2.1816
6.8502,8103.3,2323.3,322.49,1420.6,2.1848
6.8602,8126.6,2326.6,322.46,1425.1,2.1881
6.8702,8149.8,2329.8,322.41,1429.6,2.1913
6.8802,8173.1,2333,322.37,1434.1,2.1945
6.8902,8196.5,2336.2,322.33,1438.6,2.1978
6.9002,8219.9,2339.5,322.29,1443.1,2.201
6.9102,8243.3,2342.7,322.25,1447.6,2.2042
6.9202,8266.7,2345.9,322.23,1452.1,2.2075
6.9302,8290.2,2349.1,322.23,1456.6,2.2107
6.9402,8313.7,2352.4,322.24,1461.2,2.2139
6.9502,8337.3,2355.6,322.27,1465.7,2.2172
6.9602,8360.8,2358.8,322.31,1470.2,2.2204
6.9702,8384.4,2362,322.38,1474.8,2.2236
6.9802,8408.1,2365.3,322.45,1479.3,2.2269
6.9902,8431.7,2368.5,322.54,1483.9,2.2301
7.0002,8455.4,2371.7,322.63,1488.5,2.2334
7.0102,8479.2,2375,322.73,1493.1,2.2366
7.0202,8502.9,2378.2,322.82,1497.7,2.2399
7.0302,8526.7,2381.4,322.91,1502.3,2.2431
7.0402,8550.6,2384.6,322.98,1506.9,2.2464
7.0502,8574.4,2387.9,323.04,1511.5,2.2496
7.0602,8598.3,2391.1,323.08,1516.1,2.2529
7.0702,8622.2,2394.3,323.11,1520.7,2.2561
7.0802,8646.2,2397.6,323.13,1525.3,2.2594
7.0902,8670.2,2400.8,323.13,1530,2.2626
7.1002,8694.2,2404,323.12,1534.6,2.2659
7.1102,8718.3,2407.3,323.1,1539.3,2.2691
7.1202,8742.4,2410.5,323.07,1543.9,2.2724
7.1302,8766.5,2413.7,323.03,1548.6,2.2756
7.1402,8790.6,2417,323,1553.3,2.2789
7.1502,8814.8,2420.2,322.96,1557.9,2.2821
7.1602,8839,2423.4,322.94,1562.6,2.2854
7.1702,8863.3,2426.7,322.92,1567.3,2.2887
7.1802,8887.6,2429.9,322.92,1572,2.2919
7.1902,8911.9,2433.1,322.93,1576.7,2.2952
7.2002,8936.2,2436.4,322.96,1581.5,2.2985
7.2102,8960.6,2439.6,323,1586.2,2.3017
7.2202,8985,2442.8,323.06,1590.9,2.305
7.2302,9009.5,2446,323.14,1595.6,2.3083
7.2402,9034,2449.3,323.22,1600.4,2.3115
7.2502,9058.5,2452.5,323.31,1605.1,2.3148
7.2602,9083,2455.8,323.41,1609.9,2.3181
7.2702,9107.6,2459,323.51,1614.7,2.3214
7.2802,9132.2,2462.2,323.61,1619.4,2.3246
7.2902,9156.8,2465.5,323.71,1624.2,2.3279
7.3002,9181.5,2468.7,323.79,1629,2.3312
7.3102,9206.2,2471.9,323.87,1633.8,2.3345
7.3202,9230.9,2475.2,323.93,1638.6,2.3377
7.3302,9255.7,2478.4,323.98,1643.4,2.341
7.3402,9280.5,2481.7,324.02,1648.2,2.3443
7.3502,9305.3,2484.9,324.04,1653.1,2.3476
7.3602,9330.2,2488.1,324.05,1657.9,2.3509
7.3702,9355.1,2491.4,324.06,1662.7,2.3542
7.3802,9380,2494.6,324.05,1667.6,2.3575
7.3902,9405,2497.9,324.05,1672.4,2.3607
7.4002,9430,2501.1,324.04,1677.3,2.364
7.4102,9455,2504.4,324.05,1682.2,2.3673
7.4202,9480.1,2507.6,324.05,1687,2.3706
7.4302,9505.2,2510.8,324.07,1691.9,2.3739
7.4402,9530.3,2514.1,324.1,1696.8,2.3772
7.4502,9555.4,2517.3,324.15,1701.7,2.3805
7.4602,9580.6,2520.6,324.21,1706.6,2.3838
7.4702,9605.9,2523.8,324.28,1711.5,2.3871
7.4802,9631.1,2527.1,324.37,1716.4,2.3904
7.4902,9656.4,2530.3,324.47,1721.4,2.3937
7.5002,9681.7,2533.6,324.59,1726.3,2.397
7.5102,9707.1,2536.8,324.7,1731.2,2.4003
7.5202,9732.5,2540.1,324.83,1736.2,2.4036
7.5302,9757.9,2543.3,324.95,1741.1,2.407
7.5402,9783.3,2546.6,325.07,1746.1,2.4103
7.5502,9808.8,2549.8,325.18,1751.1,2.4136
7.5602,9834.3,2553.1,325.29,1756,2.4169
7.5702,9859.9,2556.3,325.37,1761,2.4202
7.5802,9885.4,2559.6,325.43,1766,2.4235
7.5902,9911.1,2562.8,325.48,1771,2.4269
7.6002,9936.7,2566.1,243.65,1776,2.4302
7.6102,9962.4,2568.5,-143.13,1781,2.4327
7.6202,9988.1,2567.1,-303.55,1786,2.4316
7.6302,10014,2564.1,-303,1791.1,2.429
7.6402,10039,2561,-302.39,1796.1,2.4263
7.6502,10065,2558,-301.79,1801.1,2.4237
7.6602,10090,2555,-301.17,1806,2.4211
7.6702,10116,2552,-300.56,1811,2.4185
7.6802,10142,2549,-299.94,1816,2.4159
7.6902,10167,2546,-299.31,1821,2.4133
7.7002,10192,2543,-298.68,1826,2.4107
7.7102,10218,2540,-298.03,1830.9,2.4081
7.7202,10243,2537,-297.38,1835.9,2.4055
7.7302,10269,2534.1,-296.72,1840.8,2.4029
7.7402,10294,2531.1,-296.06,1845.8,2.4004
7.7502,10319,2528.1,-295.39,1850.7,2.3978
7.7602,10344,2525.2,-294.72,1855.7,2.3952
7.7702,10370,2522.3,-294.05,1860.6,2.3927
7.7802,10395,2519.3,-293.38,1865.5,2.3901
7.7902,10420,2516.4,-292.73,1870.5,2.3876
7.8002,10445,2513.5,-292.08,1875.4,2.385
7.8102,10470,2510.5,-291.44,1880.3,2.3825
7.8202,10495,2507.6,-290.82,1885.2,2.3799
7.8302,10521,2504.7,-290.2,1890.1,2.3774
7.8402,10546,2501.8,-289.6,1895,2.3749
7.8502,10571,2498.9,-289,1899.9,2.3724
7.8602,10596,2496,-288.42,1904.8,2.3699
7.8702,10620,2493.2,-287.84,1909.6,2.3673
7.8802,10645,2490.3,-287.26,1914.5,2.3648
7.8902,10670,2487.4,-286.69,1919.4,2.3623
7.9002,10695,2484.6,-286.12,1924.2,2.3599
7.9102,10720,2481.7,-285.55,1929.1,2.3574
7.9202,10745,2478.8,-284.97,1934,2.3549
7.9302,10770,2476,-284.39,1938.8,2.3524
7.9402,10794,2473.2,-283.8,1943.6,2.3499
7.9502,10819,2470.3,-283.21,1948.5,2.3475
7.9602,10844,2467.5,-282.6,1953.3,2.345
7.9702,10868,2464.7,-282,1958.1,2.3425
7.9802,10893,2461.9,-281.38,1963,2.3401
7.9902,10918,2459,-280.77,1967.8,2.3376
8.0002,10942,2456.2,-280.15,1972.6,2.3352
8.0102,10967,2453.4,-279.53,1977.4,2.3328
8.0202,10991,2450.7,-278.91,1982.2,2.3303
8.0302,11016,2447.9,-278.3,1987,2.3279
8.0402,11040,2445.1,-277.7,1991.8,2.3255
8.0502,11065,2442.3,-277.1,1996.6,2.3231
8.0602,11089,2439.5,-276.51,2001.4,2.3206
8.0702,11113,2436.8,-275.93,2006.1,2.3182
8.0802,11138,2434,-275.36,2010.9,2.3158
8.0902,11162,2431.3,-274.79,2015.7,2.3134
8.1002,11186,2428.5,-274.24,2020.4,2.311
8.1102,11211,2425.8,-273.7,2025.2,2.3086
8.1202,11235,2423.1,-273.15,2029.9,2.3063
8.1302,11259,2420.3,-272.62,2034.7,2.3039
8.1402,11283,2417.6,-272.08,2039.4,2.3015
8.1502,11308,2414.9,-271.55,2044.2,2.2991
8.1602,11332,2412.2,-271.01,2048.9,2.2968
8.1702,11356,2409.5,-270.47,2053.6,2.2944
8.1802,11380,2406.8,-269.93,2058.3,2.292
8.1902,11404,2404.1,-269.38,2063.1,2.2897
8.2002,11428,2401.4,-268.83,2067.8,2.2873
8.2102,11452,2398.7,-268.27,2072.5,2.285
8.2202,11476,2396,-267.71,2077.2,2.2827
8.2302,11500,2393.3,-267.15,2081.9,2.2803
8.2402,11524,2390.7,-266.59,2086.6,2.278
8.2502,11548,2388,-266.03,2091.3,2.2757
8.2602,11572,2385.3,-265.48,2095.9,2.2733
8.2702,11595,2382.7,-264.92,2100.6,2.271
8.2802,11619,2380,-264.36,2105.3,2.2687
8.2902,11643,2377.4,-263.81,2110,2.2664
8.3002,11667,2374.8,-263.27,2114.6,2.2641
8.3102,11690,2372.1,-262.73,2119.3,2.2618
8.3202,11714,2369.5,-262.2,2123.9,2.2595
8.3302,11738,2366.9,-261.68,2128.6,2.2572
8.3402,11762,2364.3,-261.16,2133.2,2.2549
8.3502,11785,2361.7,-260.65,2137.9,2.2527
8.3602,11809,2359.1,-260.15,2142.5,2.2504
8.3702,11832,2356.5,-259.65,2147.1,2.2481
8.3802,11856,2353.9,-259.15,2151.8,2.2458
8.3902,11879,2351.3,-258.66,2156.4,2.2436
8.4002,11903,2348.7,-258.17,2161,2.2413
8.4102,11926,2346.1,-257.68,2165.6,2.2391
8.4202,11950,2343.5,-257.19,2170.2,2.2368
8.4302,11973,2341,-256.69,2174.8,2.2346
8.4402,11997,2338.4,-256.19,2179.4,2.2323
8.4502,12020,2335.9,-255.69,2184,2.2301
8.4602,12043,2333.3,-255.19,2188.6,2.2278
8.4702,12067,2330.8,-254.68,2193.2,2.2256
8.4802,12090,2328.2,-254.16,2197.8,2.2234
8.4902,12113,2325.7,-253.64,2202.3,2.2212
8.5002,12136,2323.1,-253.13,2206.9,2.2189
8.5102,12160,2320.6,-252.61,2211.5,2.2167
8.5202,12183,2318.1,-252.09,2216,2.2145
8.5302,12206,2315.6,-251.58,2220.6,2.2123
8.5402,12229,2313.1,-251.06,2225.1,2.2101
8.5502,12252,2310.5,-250.56,2229.7,2.2079
8.5602,12275,2308,-250.06,2234.2,2.2057
8.5702,12298,2305.5,-249.56,2238.8,2.2035
8.5802,12322,2303,-249.07,2243.3,2.2014
8.5902,12345,2300.6,-248.59,2247.8,2.1992
8.6002,12368,2298.1,-248.11,2252.3,2.197
8.6102,12391,2295.6,-247.64,2256.9,2.1948
8.6202,12413,2293.1,-247.18,2261.4,2.1927
8.6302,12436,2290.7,-246.72,2265.9,2.1905
8.6402,12459,2288.2,-246.26,2270.4,2.1883
8.6502,12482,2285.7,-245.8,2274.9,2.1862
8.6602,12505,2283.3,-245.34,2279.4,2.184
8.6702,12528,2280.8,-244.88,2283.9,2.1819
8.6802,12551,2278.4,-244.42,2288.4,2.1797
8.6902,12573,2275.9,-243.95,2292.9,2.1776
8.7002,12596,2273.5,-243.48,2297.3,2.1754
8.7102,12619,2271.1,-243,2301.8,2.1733
8.7202,12642,2268.6,-242.53,2306.3,2.1712
8.7302,12664,2266.2,-242.05,2310.8,2.1691
8.7402,12687,2263.8,-241.56,2315.2,2.1669
8.7502,12709,2261.4,-241.08,2319.7,2.1648
8.7602,12732,2259,-240.6,2324.1,2.1627
8.7702,12755,2256.6,-240.12,2328.6,2.1606
8.7802,12777,2254.2,-239.64,2333,2.1585
